V1	V2	V3	V4	V5	V6
55145	1	THAP1	8p11.21	THAP domain containing, apoptosis associated protein 1	219292_at
55183	8	RIF1	2q23.3	RAP1 interacting factor homolog (yeast)	 214700_x_at,214872_at,226503_at,233780_at,233781_s_at,236620_at,240098_at,241820_at
55188	2	RIC8B	12q23.3	resistance to inhibitors of cholinesterase 8 homolog B (C. elegans)	 219446_at,229637_at
55191	4	NADSYN1	11q13.4	NAD synthetase 1	 1565906_at,1565908_at,218840_s_at,232946_s_at
55196	2	C12orf35	12p11.21	chromosome 12 open reading frame 35	 218614_at,227152_at
55197	6	RPRD1A	18q12.2	regulation of nuclear pre-mRNA domain containing 1A	 1555202_a_at,218209_s_at,222558_at,222559_s_at,225953_at,228566_at
55218	2	EXD2	14q24.1	exonuclease 3'-5' domain containing 2	 1555808_a_at,218363_at
55284	5	UBE2W	8q21.11	ubiquitin-conjugating enzyme E2W (putative)	 1555217_at,1562458_at,218521_s_at,222656_at,222657_s_at
55298	1	RNF121	11q13.4	ring finger protein 121	219021_at
55334	4	SLC39A9	14q24.1	solute carrier family 39 (zinc transporter), member 9	 216009_at,216011_at,217859_s_at,222445_at
55422	2	ZNF331	19q13.41	zinc finger protein 331	 219228_at,227613_at
55471	3	C2orf56	2p22.2	chromosome 2 open reading frame 56	 220943_s_at,223560_s_at,230379_x_at
55500	6	ETNK1	12p12.1	ethanolamine kinase 1	 219017_at,222262_s_at,224453_s_at,224454_at,225290_at,226432_at
55527	1	FEM1A	19p13.3	fem-1 homolog a (C. elegans)	223175_s_at
55611	3	OTUB1	11q13.1	OTU domain, ubiquitin aldehyde binding 1	 201245_s_at,201246_s_at,38710_at
55612	5	FERMT1	20p12.3	fermitin family homolog 1 (Drosophila)	 1557334_a_at,218796_at,229545_at,232479_at,60474_at
55644	2	OSGEP	14q11.2	O-sialoglycoprotein endopeptidase	 209450_at,242930_at
55677	2	IWS1	2q14.3	IWS1 homolog (S. cerevisiae)	 224768_at,224775_at
55696	4	RBM22	5q33.1	RNA binding motif protein 22	 218134_s_at,222527_s_at,224068_x_at,236872_at
55702	1	CCDC94	19p13.3	coiled-coil domain containing 94	204335_at
55737	5	VPS35	16q12	vacuolar protein sorting 35 homolog (S. cerevisiae)	 1561146_at,217727_x_at,222387_s_at,222388_s_at,233864_s_at
55739	1	CARKD	13q34	carbohydrate kinase domain containing	217940_s_at
55762	1	ZNF701	19q13.41	zinc finger protein 701	220242_x_at
55766	4	H2AFJ	12p12	H2A histone family, member J	 220936_s_at,224301_x_at,225245_x_at,228213_at
55771	2	PRR11	17q22	proline rich 11	 219392_x_at,232215_x_at
55810	2	FOXJ2	12p13.31	forkhead box J2	 1555305_at,203734_at
55818	2	KDM3A	2p11.2	lysine (K)-specific demethylase 3A	 212689_s_at,242758_x_at
55832	4	CAND1	12q14	cullin-associated and neddylation-dissociated 1	 207483_s_at,208838_at,208839_s_at,239771_at
55833	2	UBAP2	9p13.3	ubiquitin associated protein 2	 219192_at,221839_s_at
55841	2	WWC3	Xp22.32	WWC family member 3	 219520_s_at,225273_at
55845	2	C3orf10	3p25.3	chromosome 3 open reading frame 10	 224023_s_at,224575_at
55847	1	CISD1	10q21.1	CDGSH iron sulfur domain 1	218597_s_at
55851	1	PSENEN	19q13.12	presenilin enhancer 2 homolog (C. elegans)	218302_at
55937	2	APOM	6p21.33	apolipoprotein M	 205682_x_at,214910_s_at
55957	2	LIN37	19q13.1	lin-37 homolog (C. elegans)	 213526_s_at,232534_at
55970	3	GNG12	1p31.3	guanine nucleotide binding protein (G protein), gamma 12	 1555240_s_at,212294_at,222834_s_at
56062	2	KLHL4	Xq21.3	kelch-like 4 (Drosophila)	 1553027_a_at,214591_at
56160	1	NDNL2	15q13.1	necdin-like 2	226008_at
56243	7	KIAA1217	10p12.2-p12.1	KIAA1217	 1554438_at,1560115_a_at,1562966_at,231807_at,232046_at,232762_at,237167_at
56478	2	EIF4ENIF1	22q11.2	eukaryotic translation initiation factor 4E nuclear import factor 1	 218626_at,242291_at
56683	1	C21orf59	21q22.1	chromosome 21 open reading frame 59	218123_at
56850	2	GRIPAP1	Xp11	GRIP1 associated protein 1	 1557562_at,225451_at
56851	2	C15orf24	15q14	chromosome 15 open reading frame 24	 217898_at,227535_at
56893	2	UBQLN4	1q21	ubiquilin 4	 222252_x_at,224513_s_at
56916	1	SMARCAD1	4q22-q23	SWI/SNF-related, matrix-associated actin-dependent regulator of chromatin, subfamily a, containing DEAD/H box 1	223197_s_at
56927	1	GPR108	19p13.3	G protein-coupled receptor 108	225058_at
56929	1	FEM1C	5q22	fem-1 homolog c (C. elegans)	213341_at
56944	1	OLFML3	1p13.2	olfactomedin-like 3	218162_at
56949	1	XAB2	19p13.2	XPA binding protein 2	218110_at
56957	5	OTUD7B	1q21.2	OTU domain containing 7B	 1555139_a_at,220031_at,227436_at,229488_at,238994_at
56975	1	FAM20C	7p22.3	family with sequence similarity 20, member C	226722_at
57111	1	RAB25	1q22	RAB25, member RAS oncogene family	218186_at
57117	1	INTS12	4q24	integrator complex subunit 12	218616_at
57157	5	PHTF2	7q11.23-q21	putative homeodomain transcription factor 2	 1554780_a_at,1554822_at,209780_at,215286_s_at,217097_s_at
57456	2	KIAA1143	3p21.31	KIAA1143	 226816_s_at,227493_s_at
57466	5	SFRS15	21q22.1	splicing factor, arginine/serine-rich 15	 222310_at,222311_s_at,226082_s_at,233753_at,243759_at
57489	4	ODF2L	1p22.3	outer dense fiber of sperm tails 2-like	 228577_x_at,230926_s_at,231909_x_at,237420_at
57606	7	SLAIN2	4p12	SLAIN motif family, member 2	 224843_at,224844_at,224845_s_at,224853_at,224854_s_at,233230_s_at,233874_at
57610	4	RANBP10	16q22.1	RAN binding protein 10	 1558773_s_at,221809_at,232329_at,53987_at
57719	1	ANO8	19p13.11	anoctamin 8	1563549_a_at
57722	1	IGDCC4	15q22.31	immunoglobulin superfamily, DCC subclass, member 4	227870_at
58506	1	SCAF1	19q13.3-q13.4	SR-related CTD-associated factor 1	225500_x_at
58513	5	EPS15L1	19p13.11	epidermal growth factor receptor pathway substrate 15-like 1	 221056_x_at,222112_at,222113_s_at,231926_at,232438_at
58527	1	C6orf115	6q24.1	chromosome 6 open reading frame 115	223361_at
59343	2	SENP2	3q27.2	SUMO1/sentrin/SMT3 specific peptidase 2	 218122_s_at,222523_at
60412	3	EXOC4	7q31	exocyst complex component 4	 224926_at,235974_at,240528_s_at
60491	1	NIF3L1	2q33	NIF3 NGG1 interacting factor 3-like 1 (S. pombe)	218133_s_at
63894	2	C14orf133	14q24.3-q31	chromosome 14 open reading frame 133	 218431_at,233140_s_at
63899	2	NSUN3	3q11.2	NOL1/NOP2/Sun domain family, member 3	 1568913_at,219458_s_at
64065	3	PERP	6q24	PERP, TP53 apoptosis effector	 1556990_at,217744_s_at,222392_x_at
64077	1	LHPP	10q26.13	-	218523_at
64147	4	KIF9	3p21.31	kinesin family member 9	 223778_at,228429_x_at,230701_x_at,231319_x_at
64216	4	TFB2M	1q44	transcription factor B2, mitochondrial	 1566930_at,1566931_at,1566932_x_at,218605_at
64284	1	RAB17	2q37.3	RAB17, member RAS oncogene family	218931_at
64320	1	RNF25	2q35	ring finger protein 25	218861_at
64421	4	DCLRE1C	10p13	DNA cross-link repair 1C (PSO2 homolog, S. cerevisiae)	 219678_x_at,222233_s_at,235478_at,242927_at
64427	1	TTC31	2p13.1	tetratricopeptide repeat domain 31	218838_s_at
64710	8	NUCKS1	1q32.1	nuclear casein kinase and cyclin-dependent kinase substrate 1	 217802_s_at,222027_at,222424_s_at,223661_at,224581_s_at,224582_s_at,226880_at,229353_s_at
64776	4	C11orf1	11q13-q22	chromosome 11 open reading frame 1	 218925_s_at,222785_x_at,231530_s_at,231538_at
64844	5	7-Mar	2q24.2	membrane-associated ring finger (C3HC4) 7	 1557703_at,1557704_a_at,202653_s_at,202654_x_at,232371_at
65083	4	NOL6	9p13.3	nucleolar protein family 6 (RNA-associated)	 218199_s_at,222554_s_at,228076_s_at,232566_at
65084	2	TMEM135	11q14.2	transmembrane protein 135	 1554866_at,222209_s_at
65117	2	RSRC2	12q24.31	arginine/serine-rich coiled-coil 2	 202301_s_at,202302_s_at
65977	3	PLEKHA3	2q31.2	pleckstrin homology domain containing, family A (phosphoinositide binding specific) member 3	 223370_at,227658_s_at,227659_at
65997	2	RASL11B	4q12	RAS-like, family 11, member B	 219142_at,234102_at
66000	4	TMEM108	3q21	transmembrane protein 108	 223523_at,223524_s_at,234813_at,234818_at
79005	1	SCNM1	1q21.2	sodium channel modifier 1	218672_at
79008	2	GIYD2	16p11.2	GIY-YIG domain containing 2	 218317_x_at,233334_x_at
79016	3	DDA1	19p13.11	DET1 and DDB1 associated 1	 218260_at,227457_at,227472_at
79047	5	KCTD15	19q13.11	potassium channel tetramerisation domain containing 15	 218553_s_at,222664_at,222668_at,228683_s_at,229683_s_at
79048	2	SECISBP2	9q22.2	SECIS binding protein 2	 218265_at,224250_s_at
79073	1	TMEM109	11q12.2	transmembrane protein 109	201361_at
79084	2	WDR77	1p13.2	WD repeat domain 77	 201420_s_at,201421_s_at
79086	6	C19orf42	19p13.11	chromosome 19 open reading frame 42	 1559382_at,219097_x_at,221988_at,224712_x_at,224717_s_at,229650_s_at
79142	2	PHF23	17p13.1	PHD finger protein 23	 1555789_s_at,223081_at
79188	4	TMEM43	3p25.1	transmembrane protein 43	 217795_s_at,222418_s_at,233480_at,233489_at
79414	1	LRFN3	19q13.12	leucine rich repeat and fibronectin type III domain containing 3	219346_at
79587	3	CARS2	13q34	cysteinyl-tRNA synthetase 2, mitochondrial (putative)	 218153_at,231023_at,237555_at
79596	2	RNF219	13q31.1	ring finger protein 219	 219303_at,237686_at
79609	2	C14orf138	14q22.1	chromosome 14 open reading frame 138	 218940_at,237640_at
79618	1	HMBOX1	8p21.1	homeobox containing 1	219269_at
79630	1	C1orf54	1q21.2	chromosome 1 open reading frame 54	219506_at
79663	1	HSPBAP1	3q21.1	HSPB (heat shock 27kDa) associated protein 1	219284_at
79713	1	TMEM149	19q13.12	transmembrane protein 149	219690_at
79728	1	PALB2	16p12.1	partner and localizer of BRCA2	219530_at
79763	1	ISOC2	19q13.42	isochorismatase domain containing 2	218893_at
79768	4	C15orf29	15q14	chromosome 15 open reading frame 29	 1559658_at,218791_s_at,222745_s_at,232094_at
79791	4	FBXO31	16q24.2	F-box protein 31	 219784_at,219785_s_at,223745_at,224162_s_at
79796	2	ALG9	11q23	asparagine-linked glycosylation 9, alpha-1,2-mannosyltransferase homolog (S. cerevisiae)	 219374_s_at,228817_at
79807	3	GSTCD	4q24	glutathione S-transferase, C-terminal domain containing	 1554518_at,220063_at,235387_at
79817	4	MOBKL2B	9p21.2	MOB1, Mps One Binder kinase activator-like 2B (yeast)	 1563521_at,219265_at,226844_at,229568_at
79827	1	ASAM	11q24.1	-	228082_at
79828	3	METTL8	2q31.1	methyltransferase like 8	 1554667_s_at,220007_at,232533_at
79877	3	DCAKD	17q21.31	dephospho-CoA kinase domain containing	 221224_s_at,221225_at,224522_s_at
79886	2	C9orf82	9p21.2	chromosome 9 open reading frame 82	 219276_x_at,231995_at
79937	2	CNTNAP3	9p13.1	contactin associated protein-like 3	 223796_at,233202_at
79947	2	DHDDS	1p36.11	dehydrodolichyl diphosphate synthase	 218547_at,224064_s_at
79977	1	GRHL2	8q22.3	grainyhead-like 2 (Drosophila)	219388_at
79982	2	DNAJB14	4q23	DnaJ (Hsp40) homolog, subfamily B, member 14	 219237_s_at,222850_s_at
80011	4	NIP30	16q13	-	 217896_s_at,222460_s_at,223406_x_at,224248_x_at
80146	2	UXS1	2q12.2	UDP-glucuronate decarboxylase 1	 219675_s_at,225583_at
80154	3	LOC80154	15q25.2	-	 220602_s_at,223326_s_at,223327_x_at
80198	2	MUS81	11q13	MUS81 endonuclease homolog (S. cerevisiae)	 218463_s_at,230870_at
80304	1	C2orf44	2p23.3	chromosome 2 open reading frame 44	219120_at
80777	4	CYB5B	16q22.1	cytochrome b5 type B (outer mitochondrial membrane)	 201633_s_at,201634_s_at,227382_at,238554_at
81552	1	ECOP	7p11.2	-	208091_s_at
81563	5	C1orf21	1q25	chromosome 1 open reading frame 21	 221272_s_at,223125_s_at,223126_s_at,223127_s_at,237098_at
81567	1	TXNDC5	6p24.3	thioredoxin domain containing 5 (endoplasmic reticulum)	221253_s_at
81605	1	URM1	9q34.11	ubiquitin related modifier 1 homolog (S. cerevisiae)	208101_s_at
81631	2	MAP1LC3B	16q24.2	microtubule-associated protein 1 light chain 3 beta	 208785_s_at,208786_s_at
81857	3	MED25	19q13.3	mediator complex subunit 25	 1553993_s_at,208110_x_at,215897_at
81892	1	C14orf156	14q24.3	chromosome 14 open reading frame 156	221434_s_at
81893	1	SLC7A5P1	16p11.2	solute carrier family 7 (cationic amino acid transporter, y+ system), member 5 pseudogene 1	208118_x_at
83443	1	SF3B5	6q24.2	splicing factor 3b, subunit 5, 10kDa	221263_s_at
83451	3	ABHD11	7q11.23	abhydrolase domain containing 11	 1552470_a_at,1552800_at,221927_s_at
83939	1	EIF2A	3q25.1	eukaryotic translation initiation factor 2A, 65kDa	223015_at
84134	1	TOMM40L	1q23.3	translocase of outer mitochondrial membrane 40 homolog (yeast)-like	226059_at
84164	1	ASCC2	22q12.1	activating signal cointegrator 1 complex subunit 2	215684_s_at
84191	1	FAM96A	15q22.31	family with sequence similarity 96, member A	224779_s_at
84231	3	TRAF7	16p13.3	TNF receptor-associated factor 7	 223029_s_at,223030_at,223031_s_at
84259	1	DCUN1D5	11q22.3	DCN1, defective in cullin neddylation 1, domain containing 5 (S. cerevisiae)	223151_at
84266	4	ALKBH7	19p13.3	alkB, alkylation repair homolog 7 (E. coli)	 223317_at,223318_s_at,227878_s_at,227879_at
84269	3	CHCHD5	2q13	coiled-coil-helix-coiled-coil-helix domain containing 5	 1562892_at,223479_s_at,237993_at
84316	2	LSMD1	17p13.1	LSM domain containing 1	 224512_s_at,225441_x_at
84334	1	C14orf153	14q32.33	chromosome 14 open reading frame 153	225948_at
84501	4	SPIRE2	16q24	spire homolog 2 (Drosophila)	 1568916_at,1569723_a_at,227706_at,243594_x_at
84516	2	DCTN5	16p12.1	dynactin 5 (p25)	 209231_s_at,209232_s_at
84705	2	GTPBP3	19p13.11	GTP binding protein 3 (mitochondrial)	 1555062_s_at,213835_x_at
84769	1	MPV17L2	19p13.11	MPV17 mitochondrial membrane protein-like 2	223473_at
84826	3	SFT2D3	2q14.3	SFT2 domain containing 3	 226639_at,229023_at,229472_at
84890	3	ADO	10q21.2	2-aminoethanethiol (cysteamine) dioxygenase	 212500_at,212502_at,229409_s_at
84894	1	LINGO1	15q24.3	leucine rich repeat and Ig domain containing 1	227933_at
84925	2	DIRC2	3q21.1	disrupted in renal carcinoma 2	 226026_at,229213_at
84938	1	ATG4C	1p31.3	ATG4 autophagy related 4 homolog C (S. cerevisiae)	228190_at
84950	2	PRPF38A	1p33-p32.1	PRP38 pre-mRNA processing factor 38 (yeast) domain containing A	 1553709_a_at,223230_at
84962	4	JUB	14q11.2	jub, ajuba homolog (Xenopus laevis)	 1553764_a_at,225806_at,225807_at,243446_at
85025	1	TMEM60	7q11.23	transmembrane protein 60	223396_at
85027	1	MST150	5q33.1	-	223276_at
85364	3	ZCCHC3	20p13-p12.2	zinc finger, CCHC domain containing 3	 225072_at,225091_at,229993_at
85437	2	ZCRB1	12q12	zinc finger CCHC-type and RNA binding motif 1	 225394_s_at,227416_s_at
89970	3	RSPRY1	16q13	ring finger and SPRY domain containing 1	 225770_at,225773_at,225774_at
89978	2	ATPBD4	15q14	ATP binding domain 4	 1560404_a_at,238662_at
90233	4	ZNF551	19q13.43	zinc finger protein 551	 211721_s_at,242992_at,243194_at,243195_s_at
90799	2	CCDC45	17q24.1	coiled-coil domain containing 45	 223815_at,225705_at
90809	1	TMEM55B	14q11.2	transmembrane protein 55B	225287_s_at
91304	6	C19orf6	19p13.3	chromosome 19 open reading frame 6	 212574_x_at,212575_at,213985_s_at,213986_s_at,225247_at,230089_s_at
91689	3	C22orf32	22q13.2	chromosome 22 open reading frame 32	 225794_s_at,225795_at,227648_at
91768	3	CABLES1	18q11.2	Cdk5 and Abl enzyme substrate 1	 1558621_at,225531_at,225532_at
91833	3	WDR20	14q32.31	WD repeat domain 20	 1554549_a_at,227541_at,227693_at
91949	1	COG7	16p12.1	component of oligomeric golgi complex 7	213190_at
91975	1	ZNF300	5q33.1	zinc finger protein 300	228144_at
92815	2	HIST3H2A	1q42.13	histone cluster 3, H2a	 221582_at,231681_x_at
93210	2	PERLD1	17q12	per1-like domain containing 1	 221811_at,55616_at
93436	1	ARMC6	19p13.11	armadillo repeat containing 6	221758_at
93974	3	ATPIF1	-	ATPase inhibitory factor 1	 218671_s_at,223338_s_at,223339_at
112464	1	PRKCDBP	11p15.4	protein kinase C, delta binding protein	213010_at
112483	1	SAT2	17p13.1	spermidine/spermine N1-acetyltransferase family member 2	225272_at
112609	1	MRAP2	6q14.3	melanocortin 2 receptor accessory protein 2	227226_at
112942	1	CCDC104	2p16.1	coiled-coil domain containing 104	224968_at
113115	3	FAM54A	6q23.3	family with sequence similarity 54, member A	 228069_at,234944_s_at,234945_at
113878	1	DTX2	7q11.23	deltex homolog 2 (Drosophila)	215732_s_at
114790	1	STK11IP	2q35	serine/threonine kinase 11 interacting protein	225713_at
114876	3	OSBPL1A	18q11.1	oxysterol binding protein-like 1A	 1554646_at,208158_s_at,209485_s_at
114908	1	TMEM123	11q22.1	transmembrane protein 123	211967_at
116238	1	TLCD1	17q11.2	TLC domain containing 1	227804_at
120103	1	SLC36A4	11q21	solute carrier family 36 (proton/amino acid symporter), member 4	234978_at
120227	2	CYP2R1	11p15.2	cytochrome P450, family 2, subfamily R, polypeptide 1	 207786_at,227109_at
121227	1	LRIG3	12q14.1	leucine-rich repeats and immunoglobulin-like domains 3	226908_at
122830	4	NAT12	14q23.1	N-acetyltransferase 12 (GCN5-related, putative)	 225679_at,228321_s_at,228322_at,243246_at
123811	2	C16orf63	16p13.11	chromosome 16 open reading frame 63	 225087_at,225088_at
124152	4	IQCK	16p12.3	IQ motif containing K	 213392_at,215130_s_at,215131_at,216135_at
124402	3	FAM100A	16p13.3	family with sequence similarity 100, member A	 1558975_at,1558976_x_at,225874_at
124491	3	TMEM170A	16q23.1	transmembrane protein 170A	 227586_at,228505_s_at,230414_s_at
124790	2	HEXIM2	17q21.31	hexamthylene bis-acetamide inducible 2	 238547_at,243796_at
124997	1	WDR81	17p13.3	WD repeat domain 81	226738_at
125476	2	INO80C	18q12.2	INO80 complex subunit C	 1559716_at,229582_at
127253	1	TYW3	1p31.1	tRNA-yW synthesizing protein 3 homolog (S. cerevisiae)	227141_at
127396	2	ZNF684	1p34.2	zinc finger protein 684	 232563_at,244398_x_at
127428	2	C1orf83	1p32.3	chromosome 1 open reading frame 83	 1562470_at,238737_at
128338	2	TMEM77	1p13.3	transmembrane protein 77	 225228_at,225230_at
129642	2	MBOAT2	2p25.1	membrane bound O-acyltransferase domain containing 2	 213288_at,226726_at
132625	3	ZFP42	4q35.2	zinc finger protein 42 homolog (mouse)	 1554776_at,1554777_at,243161_x_at
132949	2	AASDH	4q12	aminoadipate-semialdehyde dehydrogenase	 228041_at,235435_at
134266	2	GRPEL2	5q33.1	GrpE-like 2, mitochondrial (E. coli)	 226881_at,238427_at
134430	2	WDR36	5q22.1	WD repeat domain 36	 226180_at,238677_at
137392	3	FAM92A1	8q22.1	family with sequence similarity 92, member A1	 228011_at,235391_at,237910_x_at
137970	1	UNC5D	8p12	unc-5 homolog D (C. elegans)	231325_at
140680	1	C20orf96	20p13	chromosome 20 open reading frame 96	231905_at
140823	1	ROMO1	20q11.22	reactive oxygen species modulator 1	224972_at
143279	4	HECTD2	10q23.32	HECT domain containing 2	 1565698_at,1565699_at,227568_at,238803_at
144348	4	ZNF664	12q24.31	zinc finger protein 664	 1558816_at,1569935_at,1569936_a_at,224593_at
144608	1	C12orf60	12p12.3	chromosome 12 open reading frame 60	229888_at
148645	1	C1orf211	1p36.31	chromosome 1 open reading frame 211	1553741_at
148867	4	SLC30A7	1p21.2	solute carrier family 30 (zinc transporter), member 7	 226217_at,226601_at,239596_at,240277_at
149951	2	COMMD7	20q11.21	COMM domain containing 7	 224815_at,244178_at
151903	1	CCDC12	3p21.31	coiled-coil domain containing 12	226011_at
153562	2	MARVELD2	5q13.2	MARVEL domain containing 2	 235141_at,235955_at
154810	4	AMOTL1	11q14.3	angiomotin like 1	 225450_at,225459_at,228840_at,235277_at
161742	3	SPRED1	15q14	sprouty-related, EVH1 domain containing 1	 226837_at,235074_at,244439_at
161823	2	ADAL	15q15.3	adenosine deaminase-like	 238424_at,239711_at
162427	1	FAM134C	17q21.31	family with sequence similarity 134, member C	212697_at
192286	2	HIGD2A	5q35.2	HIG1 hypoxia inducible domain family, member 2A	 209328_x_at,209329_x_at
199745	1	THAP8	19q13.12	THAP domain containing 8	228500_at
205860	1	TRIML2	4q35.2	tripartite motif family-like 2	1552580_at
220108	5	FAM124A	13q14.3	family with sequence similarity 124A	 1553239_at,230067_at,230519_at,241013_at,241829_at
223082	1	ZNRF2	7p15.1	zinc and ring finger 2	226261_at
259230	1	SGMS1	10q11.2	sphingomyelin synthase 1	212989_at
283149	2	BCL9L	11q23.3	B-cell CLL/lymphoma 9-like	 227616_at,228065_at
283464	2	GLT8D3	12q12	glycosyltransferase 8 domain containing 3	 226868_at,232021_at
283991	2	FAM100B	17q25.1	family with sequence similarity 100, member B	 224783_at,224785_at
284307	2	ZIK1	19q13.43	zinc finger protein interacting with K protein 1 homolog (mouse)	 232774_x_at,235773_at
284325	1	C19orf54	19q13.2	chromosome 19 open reading frame 54	222052_at
284403	3	WDR62	19q13.12	WD repeat domain 62	 1553123_at,1553125_x_at,215218_s_at
285282	3	RABL3	3q13.33	RAB, member of RAS oncogene family-like 3	 213970_at,226089_at,226090_x_at
286410	2	ATP11C	Xq27.1	ATPase, class VI, type 11C	 226785_at,242690_at
347902	1	AMIGO2	12q13.11	adhesion molecule with Ig-like domain 2	222108_at
